user_id,view,cart,remove_from_cart,purchase
517599928,3.0,,,1.0
517685163,1.0,,,
517689209,,1.0,,
517705130,1.0,,,
517727688,2.0,,,
517767302,1.0,,,
517769206,1.0,1.0,,
517823169,1.0,,,
517859679,1.0,,,
517873219,4.0,,,
517911924,1.0,1.0,,
517918421,1.0,1.0,,1.0
517956348,1.0,1.0,,
517964358,1.0,,,
517979278,1.0,2.0,1.0,
518011665,1.0,1.0,1.0,
518054539,1.0,,,
518107328,1.0,,,
518112426,,1.0,,1.0
518129906,,,1.0,
518144371,,1.0,,1.0
518160852,,1.0,,
518201478,1.0,7.0,5.0,2.0
518205381,3.0,1.0,,1.0
518219247,1.0,1.0,,1.0
518219481,2.0,1.0,,
518329256,3.0,,,
518332355,,1.0,,
518337908,1.0,4.0,1.0,
518364760,3.0,,,
518366425,,2.0,3.0,
518378817,,1.0,,
518382195,1.0,1.0,1.0,
518385199,1.0,,,
518397217,,2.0,1.0,
518399704,1.0,,,
518412455,2.0,,,
518424952,1.0,2.0,1.0,
518504381,1.0,,,
518519401,1.0,,,
518552637,2.0,1.0,,
518569260,2.0,,,
518576012,4.0,2.0,2.0,
518583483,1.0,,,
518592875,3.0,,,
518660933,2.0,2.0,,1.0
518665114,1.0,,,
518735695,1.0,,,
518745584,,,1.0,
518754975,1.0,,,
518779029,1.0,1.0,1.0,1.0
518807796,1.0,,,
518852668,1.0,,,
518872821,1.0,,,
518877144,1.0,,,
518896822,1.0,,,
518900439,1.0,1.0,,1.0
518950468,,1.0,1.0,1.0
518957744,1.0,,,
519031940,1.0,,,
519036037,1.0,,,
519054128,1.0,1.0,,
519066861,1.0,,,
519113015,,1.0,,
519135705,1.0,,,
519154546,4.0,,,
519196894,,1.0,,1.0
519256831,,1.0,,
519261658,3.0,2.0,1.0,1.0
519283154,2.0,1.0,1.0,
519298300,2.0,1.0,1.0,
519340428,,2.0,2.0,
519366876,3.0,,1.0,
519401528,1.0,,,
519418027,,1.0,,
519426086,2.0,,,
519453504,1.0,,,
519456367,,,,1.0
519465922,5.0,,,
519472199,1.0,,,
519501425,2.0,,,
519560192,1.0,,,
519562612,7.0,2.0,1.0,1.0
519562757,,1.0,,1.0
519570981,1.0,,,
519606434,1.0,,,
519612404,1.0,,,
519625572,1.0,,,
519632254,1.0,,,
519655617,1.0,,,
519659053,,1.0,,
519671606,1.0,,,
519711049,1.0,,,
519711982,1.0,,,
519726013,1.0,,,
519750186,1.0,,,
519754468,2.0,,,
519771230,1.0,,,
519794600,1.0,,,
519797809,3.0,1.0,,
519813073,1.0,,,
519813674,1.0,,,
519857064,1.0,,,
519937522,1.0,,,
519956233,2.0,1.0,,
519981896,,1.0,1.0,
519990897,1.0,,,
520007105,1.0,,,
520011323,1.0,,,
520015159,2.0,,,
520032741,7.0,,1.0,1.0
520052864,,1.0,,
520059497,1.0,,,
520078048,2.0,,,
520093450,5.0,,,
520109345,1.0,,,
520120803,1.0,,1.0,
520139810,4.0,,,
520189226,2.0,1.0,,
520235616,1.0,,,
520259793,,1.0,,
520298914,3.0,1.0,1.0,
520301065,1.0,,,
520309075,1.0,,,
520379753,,1.0,,1.0
520393667,3.0,1.0,,
520394254,1.0,,,
520450182,1.0,,,
520501669,3.0,,,
520507225,1.0,1.0,1.0,
520594609,1.0,,,
520606123,4.0,1.0,1.0,
520610701,2.0,2.0,,2.0
520614936,1.0,,,
520621608,1.0,,,
520667508,1.0,,,
520703412,1.0,,,
520722167,1.0,,,
520735528,1.0,,,
520745371,,1.0,1.0,
520747414,1.0,,,
520757683,1.0,,,
520765836,1.0,,,
520778628,,2.0,,1.0
520810288,1.0,,,
520818084,1.0,,,
520836350,2.0,1.0,,1.0
520841589,,1.0,,
520882617,2.0,1.0,,1.0
520898443,2.0,2.0,,
520915116,2.0,,,
520915933,,1.0,,
520989591,1.0,,,
521075331,3.0,4.0,,
521109804,1.0,,,
521115361,2.0,,,
521117179,1.0,,,
521124501,1.0,,,
521158694,1.0,,,
521166079,3.0,1.0,1.0,
521221744,2.0,,,
521279428,,,1.0,
521287890,,1.0,,
521343978,1.0,,,
521358707,9.0,3.0,1.0,1.0
521368850,1.0,1.0,,1.0
521381927,1.0,,,
521423035,1.0,1.0,1.0,
521424639,1.0,,,
521452310,,1.0,,
521461868,1.0,,,
521462259,1.0,,,
521466301,,1.0,,
521470006,1.0,,2.0,
521483220,,2.0,1.0,
521484087,5.0,3.0,1.0,2.0
521496518,,1.0,,
521497383,3.0,,,
521551189,1.0,,,
521551469,5.0,,1.0,1.0
521556204,1.0,,,
521566032,2.0,,,
521567472,1.0,,,
521593622,,2.0,2.0,
521604182,2.0,,,
521615449,,,1.0,
521626343,1.0,,,
521644600,,2.0,1.0,
521707910,1.0,,,
521714785,2.0,1.0,,
521723484,3.0,1.0,,
521735972,2.0,1.0,,1.0
521741000,1.0,,,
521782233,1.0,,,
521805107,2.0,,,
521805272,1.0,,,
521818307,1.0,,,
521852329,3.0,,,
521870242,,1.0,,1.0
521914681,1.0,,,
521932934,,1.0,1.0,
521937273,,1.0,,
521975733,1.0,,,
521976211,,1.0,,
522025248,2.0,,,
522033503,1.0,,,
522044659,2.0,1.0,,
522060870,,1.0,,
522069052,,1.0,,
522083071,1.0,,,
522095520,1.0,,,
522098907,1.0,,,
522106342,,,2.0,
522113801,,1.0,,
522117326,2.0,,,
522160038,1.0,,,
522169350,2.0,1.0,,
522200830,1.0,,,
522290424,1.0,1.0,,1.0
522291888,1.0,,,
522297956,3.0,1.0,1.0,
522306161,2.0,,,
522323188,1.0,,,
522340438,1.0,,,
522396921,1.0,,,
522404532,,1.0,,1.0
522417848,1.0,,,1.0
522441116,9.0,3.0,2.0,1.0
522445256,1.0,,,
522449832,4.0,,,
522479874,1.0,,,
522485544,2.0,,,
522487630,1.0,,,
522496673,4.0,1.0,,
522532032,1.0,,,
522561921,1.0,,,
522563062,3.0,1.0,,1.0
522578572,1.0,,,
522618404,1.0,,,
522652121,1.0,,,
522656965,1.0,,,
522667933,1.0,,,
522683774,,1.0,,1.0
522761738,,1.0,,
522778975,,,2.0,
522779600,1.0,,,
522851555,2.0,,,
522860384,,,1.0,
522879531,,1.0,,1.0
522883004,2.0,1.0,,1.0
522890207,2.0,,,
522985199,2.0,,,
522992999,,,1.0,
523028538,1.0,,,
523030604,1.0,,1.0,
523046916,1.0,,,
523095873,1.0,,,
523126080,,1.0,,
523140250,,3.0,3.0,
523164454,1.0,,,
523171212,1.0,1.0,,1.0
523196682,1.0,,,
523202198,1.0,,,
523209672,3.0,,,
523215230,,2.0,,
523236101,3.0,4.0,3.0,
523247823,1.0,,,
523251408,,1.0,1.0,
523253770,1.0,,,
523275806,,1.0,,
523278993,1.0,,,
523310185,2.0,,,
523376226,1.0,,,
523418374,,,1.0,
523419189,,,,1.0
523451369,1.0,,,
523476442,1.0,,,
523523774,,2.0,,
523572747,3.0,,,
523590220,1.0,,,
523648462,,1.0,,2.0
523655787,1.0,1.0,,
523682769,2.0,,,
523683346,1.0,,,
523760810,,,1.0,
523792556,1.0,,,
523800202,,1.0,,
523807178,1.0,1.0,1.0,
523810188,1.0,,,
523845220,1.0,,,
523848217,1.0,,,
523857353,,1.0,,
523871019,1.0,,,
523905238,1.0,,,
523918477,,2.0,1.0,
523935728,1.0,,,
523937269,2.0,1.0,,
523979179,1.0,1.0,,
523980941,1.0,,,
523985372,1.0,,,
524003062,,1.0,,
524012853,,,1.0,
524037700,1.0,1.0,2.0,
524067257,4.0,1.0,,
524069426,1.0,,,
524093008,1.0,,,
524095077,4.0,1.0,,
524115975,1.0,,,
524141410,1.0,,,
524173637,2.0,,,
524222220,2.0,,,
524244303,1.0,,,1.0
524254632,,1.0,,1.0
524291309,1.0,1.0,,1.0
524298116,2.0,,,
524305738,1.0,,,
524346908,1.0,1.0,,
524366154,2.0,,,
524368047,1.0,,,
524380143,1.0,,,
524390924,1.0,,,
524429102,1.0,,,
524429369,,1.0,,1.0
524433783,1.0,,,
524457268,8.0,1.0,,1.0
524471511,1.0,,,
524497481,1.0,,,
524499095,,1.0,1.0,
524499584,1.0,,,
524507432,,,,1.0
524511053,,1.0,,
524521174,,1.0,,
524540270,1.0,1.0,,
524543557,1.0,,,
524557112,1.0,,,
524568749,,,1.0,
524582357,1.0,1.0,,1.0
524594821,1.0,,,
524604095,,1.0,,
524639361,1.0,,,
524707447,2.0,2.0,,2.0
524708314,2.0,,,
524713585,1.0,,,
524740713,2.0,1.0,,
524776953,1.0,,,
524790722,4.0,3.0,1.0,
524807291,1.0,,,
524821031,1.0,,,
524824762,1.0,,,
524825352,1.0,1.0,,1.0
524858449,1.0,,,
524873193,2.0,2.0,1.0,
524882008,1.0,,,
524890090,1.0,,,
524895033,1.0,,,
524946648,1.0,,,
524979269,1.0,2.0,1.0,
525014503,,,2.0,
525015628,1.0,,,
525043162,1.0,,,
525070335,1.0,,,
525121146,1.0,,,
525129514,,1.0,1.0,1.0
525133498,,1.0,,
525183366,,,,1.0
525186497,1.0,,,
525205244,1.0,,,
525207529,1.0,2.0,1.0,1.0
525219373,1.0,,,
525232137,1.0,,,
525285273,1.0,1.0,1.0,
525295007,1.0,,,
525307856,,2.0,1.0,1.0
525313439,1.0,,,
525315636,1.0,,,
525345744,1.0,,,
525378857,1.0,,,
525428645,1.0,,,
525453703,1.0,,,
525453796,1.0,5.0,3.0,
525460147,,1.0,,
525477984,1.0,,,
525499813,,1.0,,1.0
525503908,1.0,,,
525528510,4.0,,,
525542026,1.0,,,
525552922,2.0,2.0,2.0,
525572370,1.0,,,
525628272,1.0,,,
525628939,1.0,,,
525629352,2.0,,,
525644751,,1.0,1.0,
525652228,1.0,,,
525663091,1.0,1.0,1.0,
525722090,,1.0,1.0,
525726428,,1.0,,
525783622,1.0,,,
525821970,3.0,2.0,1.0,1.0
525832808,2.0,,,
525845506,,1.0,,
525850187,1.0,1.0,,1.0
525855759,3.0,1.0,1.0,
525857900,1.0,,,
525862680,1.0,,,
525866284,3.0,1.0,,1.0
525866537,1.0,,,
525867075,2.0,,,
525882984,1.0,,,
525907871,1.0,,,
525912719,3.0,,,
525940541,1.0,,,
525962586,3.0,,,
525972312,1.0,1.0,1.0,
525973893,1.0,,,
526012480,3.0,,,
526034161,2.0,1.0,,
526041180,,1.0,,1.0
526048273,1.0,1.0,1.0,
526057540,1.0,2.0,1.0,1.0
526082575,,,,1.0
526083243,1.0,,,
526085309,2.0,,,
526094465,1.0,,,
526099038,2.0,,,
526109774,5.0,1.0,,1.0
526128869,,1.0,,
526156621,,1.0,1.0,
526208799,1.0,,,
526213023,2.0,,,
526217153,1.0,,,
526219368,1.0,,,
526219680,1.0,,,
526246665,,,2.0,
526262945,1.0,2.0,1.0,
526275149,2.0,2.0,1.0,1.0
526285483,1.0,1.0,,1.0
526291364,1.0,,,
526344753,1.0,,,
526362565,,1.0,,
526363782,1.0,,,
526380397,2.0,1.0,,
526393234,1.0,1.0,1.0,
526400858,,1.0,1.0,
526408069,2.0,,,
526409964,1.0,,,
526414157,4.0,,,
526427424,,,,1.0
526431731,,,1.0,
526447418,1.0,,,
526506692,2.0,,,
526521602,1.0,1.0,,
526580365,,1.0,,
526627231,1.0,,,
526629064,1.0,,,
526670013,,1.0,,
526684439,2.0,,,
526704204,,1.0,1.0,
526736843,1.0,1.0,1.0,
526747477,1.0,,,
526786114,2.0,,,
526860659,2.0,,,
526918633,6.0,,,
526932926,3.0,,,
526940931,3.0,,,
526949202,4.0,,,
526951782,1.0,,,
526964090,1.0,2.0,1.0,1.0
526974679,1.0,,,
526976144,3.0,,,
527003452,,1.0,,
527004645,2.0,,,
527013104,1.0,,,
527022738,,1.0,,
527050171,1.0,2.0,1.0,
527055903,1.0,,,
527076518,,1.0,,1.0
527083800,,2.0,1.0,1.0
527107947,1.0,,,
527109154,1.0,,,
527114967,1.0,,,
527199620,1.0,,,
527200658,3.0,,,
527202451,,1.0,1.0,
527206201,1.0,,,
527217242,1.0,,,
527269546,1.0,,,
527282484,,1.0,,
527285942,3.0,,,
527305978,5.0,2.0,,1.0
527308950,1.0,,,
527313952,,1.0,,
527362651,1.0,,,
527366472,,2.0,1.0,1.0
527391151,2.0,,,
527455451,1.0,,,
527483390,1.0,2.0,1.0,
527484271,1.0,,,
527509137,1.0,,,
527581497,,1.0,,
527593250,3.0,1.0,1.0,
527611535,1.0,,,
527616195,1.0,,,
527623655,1.0,,,
527630686,1.0,,,
527631803,1.0,,,
527644416,1.0,,,
527644788,1.0,,,
527653286,3.0,4.0,1.0,
527658630,1.0,,,
527661834,1.0,,,
527662573,1.0,1.0,2.0,
527663075,1.0,,,
527693280,1.0,2.0,1.0,1.0
527701722,1.0,,,
527751777,1.0,,,
527780411,2.0,,,
527794312,3.0,,,
527806771,1.0,1.0,,1.0
527811967,1.0,,,
527813842,1.0,,,
527814266,5.0,3.0,2.0,1.0
527841925,1.0,,,
527845873,1.0,1.0,,1.0
527870548,2.0,,,
527873368,2.0,,,
527883716,1.0,,,
527932056,1.0,,,
527979280,1.0,,,
527990185,1.0,,,
528006166,1.0,,,
528006665,1.0,1.0,,
528026685,,1.0,1.0,
528029012,,2.0,2.0,
528037311,2.0,,,
528069484,,1.0,,
528090165,2.0,,,
528099419,,1.0,,
528142794,2.0,,,
528168333,,,1.0,
528183194,2.0,,,
528209258,4.0,,,
528209796,1.0,,,
528222163,1.0,,,
528226017,4.0,,,1.0
528309987,1.0,,,
528379472,2.0,4.0,7.0,
528384879,1.0,,,
528407214,1.0,,,
528443977,,1.0,,1.0
528473955,7.0,3.0,2.0,
528475033,2.0,,,
528493840,1.0,,,
528501533,1.0,,,
528507104,1.0,,,
528520429,4.0,1.0,,1.0
528543420,2.0,1.0,,
528573474,1.0,,,
528599247,1.0,,,
528660460,,1.0,,
528680860,1.0,,,
528684779,1.0,,,
528696508,1.0,,,
528714014,2.0,,,
528716321,,1.0,1.0,
528719439,,2.0,1.0,1.0
528724241,1.0,1.0,,
528727814,,1.0,,
528735275,,1.0,,
528736324,1.0,,,
528741442,2.0,1.0,,
528758610,1.0,,,
528763562,1.0,1.0,1.0,
528776684,3.0,,,
528783397,1.0,,,
528797608,1.0,,,
528800370,2.0,,,
528800584,2.0,,,
528803046,1.0,,,
528836702,1.0,,,
528874321,1.0,,,
528883535,1.0,,,
528885513,3.0,2.0,1.0,1.0
528911561,1.0,,,
528933456,1.0,,,
528971009,1.0,,,
528979600,2.0,1.0,,
528980873,1.0,,,
528989921,,1.0,,1.0
528990808,1.0,3.0,,
529009720,1.0,,,
529021858,1.0,,,
529045624,1.0,,,
529050947,1.0,1.0,,
529066633,3.0,3.0,1.0,
529076099,7.0,2.0,,
529085712,,1.0,,1.0
529089692,2.0,1.0,2.0,
529101001,1.0,,,
529117063,,,1.0,
529119051,1.0,,,
529131320,,1.0,,
529156357,2.0,,,
529161267,1.0,1.0,,3.0
529188077,1.0,,,
529234676,1.0,,,
529252897,1.0,,,
529257629,1.0,,,
529259405,3.0,,,
529259661,1.0,,,
529280076,6.0,2.0,,1.0
529298003,1.0,,,
529302081,,,1.0,
529346778,2.0,,,
529348371,1.0,,,
529357547,,1.0,,1.0
529358808,1.0,,,
529363134,1.0,,,
529368315,1.0,,,
529369891,1.0,1.0,1.0,
529378930,2.0,,,
529427692,2.0,,,
529431901,4.0,1.0,,
529458095,1.0,,,
529470920,1.0,,,
529494260,1.0,,,1.0
529536355,2.0,,,
529545876,1.0,,,
529554334,1.0,,,
529580664,1.0,1.0,,
529587563,4.0,1.0,,1.0
529588570,2.0,,,
529598456,,1.0,,
529603195,1.0,,,
529603202,1.0,,,
529606023,,2.0,,
529606487,1.0,,,
529612093,1.0,,,
529617292,1.0,,,
529622704,1.0,,,
529638236,1.0,,,
529690635,2.0,,,
529739682,1.0,1.0,,
529744571,,1.0,,
529745561,1.0,,,
529764053,,1.0,,
529768753,1.0,1.0,,
529769479,1.0,,,
529792399,1.0,,,
529809788,1.0,1.0,,1.0
529828161,2.0,2.0,1.0,
529832011,2.0,,,
529833334,,1.0,,2.0
529837100,1.0,,,
529845874,,1.0,,
529856284,1.0,,,
529867867,1.0,,,
529876474,,1.0,,1.0
529878015,3.0,,,
529902927,1.0,,,
529915872,1.0,,,
529923191,2.0,,,
529948864,,1.0,2.0,
529953419,,1.0,,
529998191,,1.0,,
530046532,2.0,,,
530056860,4.0,1.0,1.0,
530081228,1.0,1.0,,
530110626,3.0,,,
530116132,1.0,,,
530151104,2.0,1.0,,1.0
530154122,2.0,1.0,1.0,
530162216,1.0,,,
530164292,4.0,,,1.0
530166528,1.0,,,
530177392,1.0,,,
530185918,,1.0,1.0,
530198286,1.0,,,
530199026,1.0,,,
530217602,,1.0,,
530222945,1.0,1.0,,
530261941,,1.0,,
530265319,1.0,,,
530278494,,1.0,,1.0
530304703,2.0,,,
530324108,1.0,,,
530324669,1.0,,,
530327722,3.0,,,
530331104,1.0,,,
530361636,2.0,,,
530362515,1.0,,,
530399837,1.0,,,
530444408,1.0,,,
530458262,1.0,,,
530471926,,,1.0,
530477521,1.0,,,
530516380,1.0,,,
530517406,3.0,1.0,1.0,
530558105,1.0,,,
530567494,2.0,,,
530592025,,2.0,1.0,
530613777,1.0,,,
530615682,2.0,,,
530663969,1.0,,,
530672651,1.0,,,
530685790,1.0,1.0,,
530693366,2.0,,,
530797040,2.0,,1.0,
530814874,2.0,,,
530814997,1.0,,,
530850656,1.0,,,
530863425,,2.0,1.0,
530867838,2.0,,,
530877109,1.0,,,
530906180,1.0,,,
530923597,1.0,,,
530931675,,1.0,1.0,
530937257,2.0,1.0,1.0,
530949279,1.0,,,
530952240,,1.0,1.0,
530952629,,1.0,1.0,
530982679,,1.0,,
530994163,,1.0,,
531022354,3.0,1.0,,
531026116,,,,1.0
531027463,3.0,1.0,1.0,
531030833,3.0,,,
531040341,,1.0,,
531058323,1.0,1.0,1.0,1.0
531085279,1.0,,,
531089156,2.0,,,
531113044,1.0,,,
531117754,1.0,,,
531176144,1.0,,,
531193844,1.0,,,
531209033,5.0,,,
531223255,1.0,,,
531240302,2.0,1.0,,
531282718,1.0,1.0,,1.0
531294084,2.0,,,
531294215,4.0,,,
531296622,1.0,1.0,,1.0
531299479,,1.0,,1.0
531299903,1.0,,1.0,
531304873,1.0,,,
531328072,,1.0,,1.0
531354823,3.0,,,
531356375,,,,1.0
531366711,2.0,,,
531379381,,,,1.0
531390208,1.0,,,
531403296,1.0,,,
531408728,2.0,2.0,,
531411865,2.0,,,
531422912,1.0,,,
531427799,1.0,,,
531443237,1.0,,,
531459101,,1.0,,
531490981,1.0,,,
531502086,,1.0,,
531524317,2.0,1.0,,1.0
531560320,2.0,,,
531583693,1.0,,,
531590290,3.0,,,
531606421,,1.0,,1.0
531626436,2.0,,,
531656337,1.0,,,
531665569,1.0,,,
531684398,,1.0,,
531688060,1.0,,,
531729896,1.0,,,
531746315,2.0,,,
531748197,1.0,,,
531757886,2.0,,,
531788505,1.0,,,
531805531,1.0,,,
531829933,1.0,,,
531900706,1.0,3.0,,
531900924,4.0,22.0,23.0,2.0
531916682,6.0,1.0,,1.0
531954237,1.0,,,
531960886,2.0,,,
531966217,1.0,,,
532031134,2.0,1.0,2.0,
532078004,1.0,,,
532079746,2.0,,,
532105356,1.0,,,
532117376,,1.0,,1.0
532124677,,1.0,1.0,
532136554,1.0,,,
532137991,,1.0,,1.0
532147240,1.0,,,
532156833,1.0,,,
532228950,,1.0,,
532243978,1.0,1.0,,
532247420,4.0,1.0,,
532248612,1.0,,,
532258202,1.0,1.0,,
532258338,1.0,,,
532273835,2.0,,,1.0
532361821,1.0,,,
532365786,2.0,,,
532375418,1.0,,,
532394790,3.0,,,
532403991,3.0,,,
532404975,2.0,,,
532411357,1.0,,,
532411863,1.0,,,
532412609,,,1.0,
532419962,1.0,,,
532424606,2.0,,,
532456435,1.0,,,
532471081,1.0,,,
532477592,1.0,,,
532486398,,1.0,1.0,
532486733,1.0,,,
532488420,,1.0,1.0,
532560720,1.0,,,
532589103,1.0,,,
532597634,2.0,,,1.0
532657188,2.0,,,
532666799,1.0,,,
532674801,5.0,,,
532714880,1.0,,,
532720865,1.0,,,
532723106,1.0,,,
532737604,1.0,,,
532750206,1.0,,,
532750977,,1.0,,1.0
532766231,1.0,,,
532844451,2.0,1.0,,
532856276,1.0,,,
532867098,1.0,,,
532879246,1.0,,,
532879404,1.0,,,
532930049,1.0,,,
532979503,1.0,,,
532999402,,1.0,1.0,
533008213,4.0,1.0,1.0,
533028444,1.0,1.0,,1.0
533034195,7.0,,,1.0
533047380,2.0,1.0,,
533055622,3.0,,,
533067096,1.0,,,
533076271,3.0,,,
533086366,1.0,,,
533133516,,1.0,,
533154005,2.0,1.0,1.0,
533169509,1.0,,,
533172558,1.0,,,
533182783,1.0,,,
533183339,2.0,,,
533185435,1.0,,,
533190336,3.0,,,
533213163,,1.0,,1.0
533222198,3.0,1.0,,1.0
533223057,1.0,,,
533225107,1.0,,,
533240624,2.0,,,
533330975,1.0,,,
533333680,4.0,,,
533342598,,1.0,1.0,1.0
533342666,1.0,1.0,,1.0
533367854,,1.0,,1.0
533371980,1.0,,,
533415653,1.0,,,
533460235,2.0,,,
533484841,2.0,,,
533496727,,2.0,,1.0
533497268,3.0,,,
533528873,1.0,,,
533555183,2.0,,,
533555682,,1.0,,1.0
533556318,1.0,1.0,,
533589608,9.0,,,
533589821,1.0,,,
533621307,,1.0,,1.0
533625506,1.0,,,
533635706,,,,1.0
533646060,1.0,,,
533664989,,1.0,1.0,
533679772,5.0,,,
533699160,1.0,,,
533746120,1.0,,,
533752613,1.0,,,
533773085,2.0,1.0,,
533815108,1.0,,,
533818575,1.0,,,
533824994,1.0,,,
533876326,2.0,,,
533880201,2.0,1.0,,1.0
533922500,1.0,,,1.0
533948073,2.0,3.0,2.0,1.0
533958051,1.0,2.0,1.0,1.0
533995391,2.0,,,
533997874,,1.0,,
533998884,1.0,,,
534006128,1.0,,,
534008788,1.0,,,
534011572,,,2.0,
534057467,2.0,,,
534120247,1.0,,,
534129349,1.0,,,
534152264,1.0,,,
534169096,2.0,,,
534181212,2.0,,,
534184532,1.0,,,
534189876,1.0,,,
534211177,1.0,,,
534218519,1.0,,,
534226746,1.0,1.0,1.0,
534236532,4.0,,,
534267320,1.0,,,
534274053,2.0,,,
534285135,2.0,1.0,,
534371738,1.0,,,
534430392,,1.0,,
534439869,3.0,1.0,,1.0
534446599,2.0,,,
534454053,1.0,,,
534468682,1.0,,,
534490079,,,1.0,
534494554,,1.0,,
534496619,1.0,,,
534517677,1.0,,,
534518012,1.0,3.0,2.0,1.0
534549800,1.0,,,
534555308,1.0,2.0,,
534567787,1.0,,,
534582589,1.0,,,
534598062,1.0,,,
534601720,,1.0,,
534603470,2.0,,,
534604145,1.0,,,
534654829,1.0,1.0,,
534672681,,1.0,1.0,
534680645,2.0,,,
534698004,1.0,,,
534702486,1.0,,,
534762180,1.0,,,
534777206,1.0,,,
534783753,,1.0,1.0,1.0
534804758,1.0,1.0,,
534833912,1.0,,,
534846738,,1.0,1.0,
534859044,1.0,,,
534860981,2.0,,,
534889613,2.0,,,
534921082,,,1.0,
534934958,,1.0,,1.0
534941737,2.0,,,
534946760,,1.0,,
534961579,2.0,,,
534975604,1.0,,,
535007250,,1.0,,
535016703,2.0,1.0,1.0,
535064210,2.0,,,
535073416,2.0,,,
535079304,,1.0,,1.0
535086409,2.0,,,
535087645,1.0,,,
535166249,,1.0,,
535198212,1.0,,,
535200477,3.0,1.0,,1.0
535201869,6.0,,,
535207931,2.0,1.0,,1.0
535227447,1.0,,,
535248684,,,,1.0
535258447,1.0,,,
535266385,,,1.0,
535274941,1.0,,,
535302213,1.0,1.0,,1.0
535313121,,1.0,,
535328836,1.0,,,
535346162,1.0,,,
535348598,,1.0,,1.0
535376933,1.0,,,
535399874,1.0,,,
535420445,1.0,1.0,,
535494097,1.0,4.0,2.0,
535540860,1.0,1.0,1.0,
535548924,,,1.0,
535550601,,1.0,,1.0
535554099,2.0,1.0,,
535605872,1.0,,,
535625012,1.0,,,
535626908,4.0,1.0,1.0,
535638131,1.0,,,1.0
535641991,1.0,,,
535670409,1.0,,,
535670658,2.0,1.0,,
535671690,,1.0,,
535681217,1.0,1.0,,1.0
535703337,1.0,,,
535703753,,1.0,,
535774976,2.0,2.0,1.0,1.0
535809172,1.0,,,
535843718,1.0,,,
535850004,1.0,,,
535852240,,1.0,,
535875317,,2.0,,1.0
535877355,1.0,,,
535911906,1.0,,,
535916809,,1.0,1.0,
535937974,4.0,,,
535942078,2.0,,1.0,
535945970,,1.0,,
536008415,,1.0,,1.0
536015702,1.0,,,
536019807,1.0,,,
536034924,1.0,,,
536054161,1.0,,,
536069745,,1.0,,
536078959,1.0,1.0,,1.0
536085362,1.0,1.0,,
536095178,1.0,2.0,1.0,1.0
536100182,,,1.0,
536100908,,1.0,,1.0
536103610,1.0,,,
536108341,,1.0,,
536110132,,1.0,,
536167294,2.0,1.0,,
536177366,2.0,,,
536219736,1.0,,,
536224981,,,1.0,
536228625,1.0,1.0,,
536240484,,1.0,,
536247647,4.0,1.0,,1.0
536256212,2.0,,,
536270095,,1.0,,
536283132,1.0,,,
536309206,,,,1.0
536318578,9.0,1.0,,
536336502,4.0,1.0,,
536343367,1.0,,,
536379364,,1.0,1.0,
536396269,1.0,1.0,,
536396308,2.0,,,
536433624,6.0,,,
536466552,2.0,,,
536479022,1.0,,,
536479524,1.0,,,
536479887,,1.0,,1.0
536488302,2.0,,,
536503946,1.0,,,
536509237,1.0,,,
536544351,1.0,,,
536554180,2.0,1.0,,
536556858,1.0,,,
536565903,1.0,,,
536575089,,1.0,,
536590274,2.0,1.0,1.0,
536626093,1.0,,,
536631757,4.0,1.0,1.0,
536657320,2.0,,,
536667921,,2.0,1.0,1.0
536679810,1.0,,,
536707071,1.0,1.0,,
536728042,1.0,,,
536730333,,1.0,,
536732986,2.0,,,
536753481,,1.0,,
536766671,1.0,,,
536768855,1.0,1.0,,1.0
536778872,2.0,,,
536781529,,,1.0,
536794946,2.0,,,
536812729,1.0,,,
536872345,5.0,1.0,,1.0
536873087,1.0,,,
536901513,1.0,,,
536902868,,1.0,,1.0
536906716,,1.0,,
536913145,2.0,,,
536937414,1.0,,,
536940941,1.0,,,
536947624,1.0,,,
536974653,3.0,1.0,,
536979950,1.0,,,
536994924,4.0,1.0,,1.0
537002647,11.0,,,
537008919,1.0,,,
537012985,2.0,,,
537047903,1.0,,,
537062382,,1.0,,
537070039,1.0,,,
537086665,2.0,1.0,1.0,
537109272,,1.0,,1.0
537129753,2.0,1.0,1.0,
537130414,2.0,,,
537152963,4.0,1.0,,
537155601,,1.0,,
537188495,,,1.0,
537220674,1.0,,,
537226767,,,1.0,
537270779,1.0,,,
537276716,1.0,,,
537294489,1.0,,,
537295129,1.0,1.0,,
537319231,,1.0,,
537337672,2.0,1.0,,
537339487,3.0,1.0,,
537347108,3.0,1.0,1.0,
537350344,4.0,,,
537351984,1.0,1.0,,
537353522,2.0,,,
537406286,,,1.0,
537418336,2.0,1.0,,
537424163,1.0,,,
537432739,1.0,,,
537440572,1.0,,,
537464547,,1.0,,1.0
537522605,1.0,,,
537564709,1.0,2.0,,
537605286,1.0,,,
537624782,2.0,1.0,,1.0
537634009,4.0,,,
537647815,1.0,,,
537657449,7.0,,,
537697011,1.0,,,
537711689,,2.0,1.0,1.0
537750281,1.0,,,
537761760,1.0,,,
537764904,1.0,,,
537770000,1.0,1.0,,
537783255,1.0,,,1.0
537790857,1.0,,,
537824001,1.0,,,
537833521,1.0,,,
537840412,,1.0,,
537846269,1.0,1.0,,
537855057,1.0,,,
537861725,2.0,2.0,2.0,
537882772,2.0,,,
537886218,1.0,,,
537887739,1.0,,,
