user_id,view,cart,remove_from_cart,purchase
572071498,1.0,,,
572081598,1.0,2.0,1.0,
572119597,,1.0,,
572134588,1.0,,,
572135194,8.0,,,
572143608,1.0,,,
572171272,1.0,,,
572179510,1.0,,,
572186049,2.0,2.0,2.0,
572189682,1.0,1.0,,
572206360,1.0,2.0,2.0,1.0
572236798,,1.0,,
572254328,1.0,,,
572255416,1.0,,,
572258533,1.0,,,
572273118,,1.0,1.0,
572276081,1.0,1.0,,1.0
572282016,1.0,,,
572330673,2.0,,,
572342277,1.0,,,
572353907,2.0,,,
572359532,1.0,1.0,,1.0
572458766,1.0,,,
572462146,,1.0,,
572498774,1.0,,,
572502589,,1.0,,1.0
572522469,2.0,,,
572545198,1.0,,,
572552327,,1.0,,
572665731,3.0,,,
572666053,1.0,,,
572681326,3.0,,,
572703365,,1.0,,
572716340,2.0,,,
572716356,1.0,,,
572724313,3.0,,,
572728926,1.0,,,
572730847,1.0,,,
572733042,1.0,,,
572748733,2.0,,,
572766922,1.0,,,
572771085,1.0,,,
572781536,2.0,,,
572827018,2.0,,,
572827856,1.0,,,
572839452,1.0,,,
572857556,1.0,,,
572862291,,1.0,,
572903033,,,1.0,
572903649,1.0,,,
572919298,,2.0,2.0,
572923194,2.0,,,
572934085,1.0,,,
572946706,,,,1.0
572953550,,1.0,,1.0
572983136,2.0,,,
572984338,,1.0,,1.0
572985455,1.0,,,
572986086,1.0,,,
572992226,2.0,2.0,2.0,
573005291,1.0,,,
573012523,1.0,,,
573015531,1.0,,,
573016346,1.0,,,
573021017,,,1.0,
573029130,4.0,,,
573033754,4.0,,,
573046151,1.0,,,
573047777,2.0,,,
573069575,1.0,,,
573083071,1.0,1.0,,
573084746,2.0,1.0,,
573108378,1.0,,,
573126435,2.0,,,
573144672,2.0,,,
573156576,,,1.0,
573169196,,1.0,1.0,1.0
573171064,3.0,1.0,,
573187745,1.0,,,
573191586,7.0,,,
573192839,4.0,,,
573206270,1.0,,,
573207901,5.0,,,
573236847,1.0,,,
573261453,,1.0,,
573273584,1.0,,,
573277706,10.0,1.0,1.0,1.0
573314041,,2.0,,
573330758,1.0,,,
573372150,,1.0,1.0,
573386548,3.0,,,
573389102,1.0,,,
573407642,1.0,,,
573440658,1.0,,,
573441250,2.0,,,
573446270,2.0,,,
573458414,1.0,,,
573462870,2.0,,,
573469284,1.0,,,
573484647,2.0,,,
573492752,4.0,,,
573504549,,1.0,1.0,
573515961,3.0,,,
573528197,1.0,,,
573534688,,1.0,1.0,
573541289,1.0,,,
573547556,1.0,,,
573558450,,1.0,,1.0
573573345,2.0,,,
573578042,2.0,2.0,1.0,1.0
573612457,1.0,,,
573613552,3.0,,,
573622596,1.0,,,
573628609,2.0,1.0,,1.0
573666199,1.0,1.0,1.0,
573672522,,2.0,,1.0
573706837,1.0,,,
573757255,1.0,,,
573763832,1.0,,,
573768006,1.0,1.0,,
573769025,,1.0,1.0,
573795189,2.0,,,
573799044,1.0,3.0,,
573808635,5.0,,,
573817056,2.0,1.0,,
573821307,,2.0,,1.0
573823111,,1.0,,
573829259,1.0,,,
573829728,3.0,,,
573830732,1.0,1.0,,
573847800,2.0,,,
573860125,,1.0,,
573868692,1.0,,,
573893083,1.0,1.0,,1.0
573928890,,1.0,,
573934419,3.0,,,
573944778,1.0,,,
573954219,,1.0,,1.0
573966603,2.0,,,1.0
573980204,2.0,,,
573992203,1.0,1.0,,
573996967,7.0,1.0,,1.0
574014894,1.0,,,
574027539,2.0,1.0,,
574087288,,,,1.0
574089281,1.0,1.0,,1.0
574113893,5.0,1.0,,
574114062,3.0,,,
574121069,1.0,,,
574124813,1.0,1.0,,
574130431,2.0,,,
574145695,,1.0,,1.0
574229602,1.0,,,
574237213,2.0,,,
574241248,1.0,,,
574252873,,1.0,1.0,
574256935,1.0,,,
574260717,1.0,3.0,2.0,
574280915,2.0,,,
574288837,,1.0,,
574315460,5.0,1.0,,
574315623,,1.0,1.0,
574323334,3.0,2.0,,
574330570,,1.0,,
574334796,3.0,1.0,,
574354302,,1.0,,
574408112,2.0,1.0,1.0,
574415793,1.0,,,
574472150,1.0,,,
574492056,,1.0,,
574505769,1.0,1.0,1.0,1.0
574513340,3.0,,,
574526761,1.0,,,
574544094,1.0,,,
574549713,1.0,1.0,1.0,
574590361,1.0,,,
574597370,2.0,,,
574605509,1.0,,,
574670725,1.0,,,
574675008,2.0,,,
574700182,2.0,,,1.0
574714118,1.0,,,
574730693,1.0,,,
574762632,1.0,,,
574808043,1.0,,,
574821632,1.0,,,
574827958,1.0,,,
574831705,,,1.0,
574855500,,,1.0,
574874355,1.0,,,
574891065,1.0,1.0,,
574919911,4.0,,,
574921848,1.0,,,
574956832,2.0,2.0,,
574978367,2.0,,,
574986667,1.0,,,
574997653,1.0,,,
575006044,2.0,,,
575017168,1.0,2.0,2.0,
575021968,1.0,1.0,,1.0
575037982,1.0,,,
575042058,,1.0,,
575043270,1.0,,,
575073502,1.0,,,
575083543,2.0,1.0,,
575092441,2.0,,,
575101832,1.0,1.0,,
575110729,3.0,,,
575119060,1.0,,,
575134963,2.0,,,
575149154,1.0,,,
575156338,2.0,,,
575178862,1.0,2.0,1.0,
575194115,1.0,,,
575230627,4.0,1.0,,
575239429,,1.0,1.0,1.0
575245538,3.0,,,
575278310,1.0,,,
575293637,4.0,,,
575333285,,2.0,,
575337876,1.0,,,
575343617,1.0,,,
575353830,1.0,,,
575364544,,1.0,,
575379137,1.0,,,
575388246,1.0,,,
575400902,1.0,,,
575407424,1.0,,,
575412072,1.0,,,
575422113,1.0,,,
575458833,2.0,,,
575469030,1.0,,,
575474112,1.0,,,
575483998,1.0,,,
575493920,,1.0,,
575499057,3.0,1.0,,1.0
575519818,,1.0,1.0,
575528591,2.0,,,
575540431,2.0,,,
575547098,,1.0,,1.0
575551796,1.0,,,
575552216,1.0,,,
575601395,2.0,,,
575607620,,,1.0,1.0
575612319,2.0,,,
575621247,,1.0,,
575621901,1.0,1.0,,1.0
575632769,1.0,,,
575639837,1.0,,,
575641348,3.0,1.0,,1.0
575641636,1.0,,,
575653008,1.0,1.0,,1.0
575668006,1.0,,,
575777604,1.0,,,
575790473,1.0,,,
575800079,1.0,,,
575825457,1.0,1.0,,
575830745,7.0,1.0,,
575834074,1.0,,,
575837038,,1.0,,1.0
575853542,1.0,,,
575857898,,1.0,,
575874699,1.0,,,
575881506,1.0,,,
575892296,2.0,,,
575909096,,2.0,2.0,
575924699,2.0,,,
575929307,,1.0,,
575940484,3.0,1.0,1.0,
575952838,2.0,,,
575956485,1.0,,,
575958139,1.0,,,
575976213,1.0,,,
575977583,5.0,,,1.0
575982995,1.0,,,
576030735,2.0,,,
576036071,8.0,,,
576055393,2.0,,,
576057301,2.0,,,
576057435,1.0,,,
576059168,2.0,,,
576064129,6.0,,,
576064745,2.0,,,
576076931,1.0,2.0,,
576111940,,1.0,1.0,
576114500,1.0,1.0,1.0,
576117200,1.0,,,
576150578,1.0,,,
576157460,,1.0,,
576157930,1.0,,,
576166851,1.0,,,
576167150,2.0,,,
576198588,1.0,,,
576199245,,1.0,,1.0
576216772,1.0,,,
576235406,,2.0,,1.0
576257754,1.0,,,
576274118,,1.0,,1.0
576297107,1.0,,,
576298995,1.0,,,
576315561,2.0,1.0,,
576341233,3.0,,,
576350518,2.0,,,
576361984,1.0,,,
576372800,4.0,,,
576376174,1.0,,,
576404555,1.0,1.0,1.0,
576407199,1.0,,,
576451738,2.0,1.0,,1.0
576482559,2.0,1.0,,
576490771,1.0,,,
576493744,2.0,,,
576501966,,1.0,,1.0
576507219,1.0,,,
576512718,4.0,2.0,,2.0
576531729,1.0,,,
576533592,2.0,,,
576547925,1.0,1.0,,
576560110,,1.0,,
576567400,1.0,,,
576574739,1.0,,,
576576776,1.0,,,
576603755,1.0,,,
576632954,1.0,,,
576657837,,,1.0,
576667995,2.0,,,
576687061,1.0,1.0,,
576696422,,1.0,,1.0
576703988,3.0,,,
576709324,1.0,,,
576717431,,2.0,,1.0
576725051,2.0,,,
576730158,1.0,,,
576730357,1.0,,,
576748762,2.0,,,
576749575,1.0,,,
576754895,2.0,,,
576757781,1.0,1.0,,1.0
576833567,2.0,,,
576844032,,1.0,,1.0
576852533,3.0,,,
576951613,1.0,,,
576953951,1.0,,,
576961629,1.0,,,
576964377,1.0,,,
576970420,1.0,,,
576978895,3.0,1.0,,
576995617,1.0,,,
577007172,2.0,,,
577031325,1.0,1.0,,
577032309,2.0,,,
577036074,,,,1.0
577060387,,,1.0,
577070818,1.0,,,
577079416,,,1.0,
577082442,3.0,,,
577098287,2.0,,,
577114960,,1.0,,
577133025,1.0,,,
577133611,,1.0,,
577135995,3.0,,,
577152379,2.0,1.0,1.0,
577161753,1.0,1.0,,
577194791,,,1.0,
577198673,1.0,,,
577220670,2.0,,,
577224118,1.0,1.0,1.0,
577226715,1.0,,,
577229506,1.0,,,
577237694,3.0,1.0,,
577246645,,1.0,1.0,
577258212,1.0,,,
577263633,1.0,,,
577269886,3.0,1.0,,
577277511,3.0,,1.0,
577279174,1.0,,,
577290984,1.0,,,1.0
577302920,2.0,,,
577352998,,1.0,1.0,1.0
577396828,1.0,,,
577402353,1.0,,,
577466648,1.0,,,
577480160,,1.0,,
577486015,3.0,,,
577507809,1.0,2.0,2.0,
577520938,1.0,,1.0,
577540256,,1.0,1.0,
577551101,,1.0,,1.0
577553472,3.0,,,
577563663,1.0,1.0,,
577579757,1.0,1.0,,
577590873,1.0,,,
577599655,2.0,,,
577612659,1.0,,,
577623875,7.0,,,
577636336,,,1.0,
577655725,1.0,,,
577660690,1.0,,,
577664445,1.0,,,
577665191,3.0,,,
577685640,,1.0,1.0,
577698829,5.0,1.0,,
577716817,,1.0,,
577730170,1.0,,,
577741026,,,1.0,
577751197,1.0,,,
577752129,1.0,,,
577759490,,,2.0,
577763915,,,1.0,
577778028,1.0,,,
577796646,1.0,1.0,,
577826457,1.0,,,
577836586,1.0,,,
577838245,3.0,,,
577846911,1.0,,,
577847745,,1.0,1.0,
577849688,1.0,,,
577851640,1.0,1.0,,
577856047,1.0,,,
577865159,5.0,1.0,,
577877676,1.0,,,
577893344,2.0,,,
577897298,,1.0,,
577902669,1.0,,,
577951190,,1.0,,1.0
577956649,3.0,,,
578007134,1.0,,,
578028845,1.0,,,1.0
578045713,2.0,1.0,,1.0
578066395,1.0,,,
578079400,1.0,,,
578079618,5.0,,,
578111406,1.0,,,
578111968,1.0,,,
578118474,2.0,1.0,1.0,
578132747,1.0,,,
578163645,1.0,,,
578175231,,1.0,,
578178099,1.0,,,
578192024,3.0,,,
578192761,1.0,,,
578193173,2.0,2.0,1.0,
578209117,2.0,,,
578224587,1.0,,,
578323533,1.0,,,
578327122,2.0,,,
578332859,1.0,,,
578336385,2.0,1.0,1.0,
578343465,1.0,,,
578352465,1.0,,,
578359918,1.0,,,
578381176,1.0,,,
578385128,1.0,,,
578391404,6.0,1.0,,
578400296,1.0,,,
578402195,1.0,,,
578402714,2.0,,,
578402960,1.0,,,
578406571,,2.0,,1.0
578406695,1.0,,,
578412651,1.0,1.0,,
578415559,,1.0,,
578439275,,1.0,,
578445279,1.0,,,
578451939,2.0,,,
578476372,1.0,,,
578516926,1.0,1.0,,
578525506,2.0,,,
578607005,1.0,1.0,,1.0
578657735,4.0,,,
578672680,,1.0,,
578709667,2.0,1.0,,
578718368,,,1.0,
578758347,1.0,,,
578761122,1.0,,,
578769343,,1.0,,
578779808,8.0,,,
578783421,1.0,,,
578785410,1.0,,,
578799806,2.0,,,
578826194,4.0,,,
578860128,1.0,,,
578861650,1.0,1.0,,1.0
578865977,2.0,,,
578882387,,1.0,,1.0
578894820,1.0,,,
578909645,1.0,,,
578935072,1.0,1.0,1.0,
578958163,1.0,,1.0,
579045396,2.0,,,
579050713,,,,1.0
579149683,3.0,1.0,,1.0
579155855,1.0,,,
579159845,1.0,,,
579172145,1.0,,,
579190692,2.0,,,
579191141,1.0,,,
579234652,,,1.0,
579277650,2.0,1.0,,1.0
579295157,1.0,,,
579296576,1.0,,,
579421806,2.0,,,
579426215,,,1.0,
579441028,1.0,,,
579441609,1.0,,,
579483228,,,1.0,
579494779,2.0,,,
579507149,1.0,,,
579507681,1.0,,,
579515446,1.0,,,
579519357,1.0,,,
579520927,8.0,1.0,1.0,
579535790,1.0,,,
579552411,,1.0,1.0,
579559973,1.0,,,
579581593,,2.0,1.0,1.0
579608001,4.0,,,
579610211,2.0,,,1.0
579618165,1.0,,,1.0
579619855,1.0,,,
579621186,2.0,1.0,1.0,
579623590,,1.0,,1.0
579623627,8.0,,2.0,
579634989,1.0,,,
579639240,1.0,,,
579646320,,1.0,,
579648922,4.0,1.0,,
579664486,1.0,,,
579670717,1.0,,,
579673485,1.0,,,
579682430,5.0,1.0,,1.0
579700295,2.0,,,
579701116,2.0,1.0,,
579711870,2.0,1.0,,
579742210,,1.0,,
579745520,1.0,1.0,,
579753059,1.0,1.0,,
579771983,1.0,,,
579782917,,,1.0,
579810449,1.0,,,
579811347,1.0,,,
579812064,1.0,,,
579824048,1.0,,,
579828088,1.0,1.0,1.0,
579837845,3.0,3.0,1.0,2.0
579842742,,1.0,,1.0
579864236,,1.0,,
579866604,1.0,,,
579880802,1.0,,,
579890584,1.0,,,
579908275,1.0,,,
579911044,7.0,,,
579911324,,1.0,,1.0
579918307,1.0,,,
579932724,1.0,,,
579953569,11.0,,,
579993569,1.0,,,
580010545,,,,1.0
580013047,,1.0,,
580018836,4.0,1.0,1.0,
580059132,6.0,1.0,,1.0
580078945,1.0,,,
580101343,1.0,,,
580106758,1.0,2.0,,
580112974,,1.0,,1.0
580124573,,,1.0,
580130367,1.0,,,
580141009,3.0,,,
580144715,1.0,,,
580146218,,1.0,,
580162945,2.0,,,
580167970,,1.0,,
580171192,5.0,,,
580189695,1.0,,,
580197863,1.0,,,
580229320,3.0,,,1.0
580247643,1.0,,,
580249107,1.0,,1.0,
580258390,,,2.0,
580272201,7.0,,,
580282846,18.0,,,
580286127,1.0,1.0,,1.0
580295086,1.0,,,
580297189,2.0,1.0,,
580314714,1.0,1.0,,
580341938,1.0,1.0,1.0,
580343715,,1.0,1.0,
580351218,,,1.0,
580353997,2.0,,,
580358170,4.0,1.0,,
580381422,1.0,,,
580385581,1.0,,,
580393514,3.0,,,
580409504,2.0,,,
580409600,2.0,,,
580416886,,1.0,,
580420460,,1.0,,
580422012,1.0,,,
580425502,1.0,,,
580436519,,1.0,,1.0
580443465,2.0,,,
580465714,2.0,,,
580478154,,,1.0,
580478717,1.0,,,
580520642,2.0,,,
580521565,,1.0,,
580538550,1.0,,,
580548900,6.0,2.0,1.0,
580594620,,,1.0,
580641838,2.0,,,
580652645,1.0,1.0,,
580667886,1.0,,,
580678954,1.0,,,
580689114,,,1.0,
580700778,2.0,,,
580722765,,1.0,,1.0
580731226,1.0,,,
580731372,1.0,,,
580758244,1.0,,,
580763894,,1.0,,
580770495,1.0,,,
580780246,2.0,2.0,,1.0
580781344,1.0,,,
580790210,1.0,,,
580793466,2.0,,,
580803268,1.0,,,
580804707,2.0,,,
580826145,1.0,,,
580826993,,1.0,1.0,
580828212,2.0,,,
580830717,1.0,,,
580850463,3.0,1.0,1.0,
580870724,1.0,,,
580871763,,,1.0,
580908870,,1.0,,
580924582,2.0,,,
580936748,1.0,,,
580942863,1.0,,,1.0
580944741,2.0,,,
580945546,,,1.0,
580963699,4.0,2.0,2.0,1.0
580967895,3.0,1.0,,
580977469,2.0,,,
580979242,,1.0,,
580983335,2.0,1.0,2.0,
580987406,1.0,1.0,,1.0
581004854,1.0,,,
581012336,1.0,,,
581013964,1.0,,,
581026102,1.0,,,
581027442,,,1.0,
581028463,3.0,,,
581031390,,1.0,1.0,
581054091,2.0,1.0,,1.0
581056396,2.0,1.0,,
581089514,1.0,1.0,1.0,
581098532,2.0,2.0,1.0,1.0
581128924,,4.0,,4.0
581139440,3.0,,,1.0
581172095,1.0,,,
581200190,1.0,1.0,,
581267463,,1.0,,
581273355,1.0,1.0,,
581284384,1.0,,,
581286506,1.0,,,
581289534,1.0,,,
581290283,1.0,,,
581301961,1.0,,,
581302211,1.0,,,
581333578,1.0,,,
581347879,,1.0,1.0,
581365715,,3.0,2.0,
581370701,,2.0,,
581397085,1.0,,,
581407448,,1.0,,
581413317,1.0,,,
581415881,1.0,,,
581416279,8.0,1.0,,
581432692,1.0,,,
581436297,1.0,,,
581438499,1.0,,,
581450592,2.0,,,
581480898,1.0,,,
581522538,1.0,,,
581524431,3.0,,,
581539000,1.0,1.0,,
581540255,1.0,,,
581543284,1.0,1.0,2.0,
581545673,,1.0,,
581581563,,1.0,1.0,
581590706,1.0,,,
581599455,1.0,,,
581600280,1.0,,,
581621380,1.0,,,
581647535,3.0,,,
581662471,1.0,,,
581665109,,1.0,,
581686311,1.0,,,
581691046,1.0,,,
581709342,1.0,,,
581754552,1.0,,,1.0
581800268,1.0,,,
581814457,1.0,,,
581838812,,1.0,,
581856659,2.0,,,
581864436,2.0,,,
581864486,1.0,,,
581866904,1.0,,,
581877032,,,1.0,
581883898,1.0,1.0,,1.0
581900097,5.0,1.0,2.0,
581900953,,1.0,1.0,1.0
581907253,1.0,,,
581916144,1.0,,,
581966609,8.0,1.0,,1.0
581987452,2.0,,,
581988526,,,1.0,
581988836,1.0,,,
581994458,1.0,,,
581997742,,2.0,,
582009738,1.0,,,
582011833,3.0,,,
582026162,1.0,,,
582030709,1.0,,,
582037375,5.0,,,
582044828,1.0,,,
582053936,1.0,,,
582065350,1.0,,,
582083373,2.0,2.0,1.0,1.0
582087290,2.0,,,
582101231,,1.0,,
582118903,2.0,,,
582127730,1.0,,,
582131498,,,1.0,
582137747,1.0,,,
582139798,,1.0,,
582144406,1.0,1.0,,
582157193,1.0,3.0,3.0,1.0
582164139,,1.0,1.0,
582172218,3.0,1.0,1.0,
582203894,1.0,2.0,,
582204218,1.0,,,
582253402,1.0,,,
582262796,,,1.0,
582267307,1.0,,,
582271594,1.0,,,
582291228,2.0,1.0,,
582292570,,1.0,1.0,
582292723,1.0,,,
582299185,,1.0,,
582329368,2.0,,,
582330173,1.0,,,
582331950,1.0,,,
582352163,1.0,,,
582353835,2.0,1.0,,
582373295,2.0,,,
582376852,1.0,,,
582377944,1.0,,,
582381709,1.0,1.0,1.0,
582401932,1.0,,,
582438888,2.0,,,
582444936,,1.0,,
582452101,1.0,,,
582452259,,1.0,,1.0
582461776,1.0,,,
582472070,1.0,,,
582475292,1.0,,,
582482330,1.0,,,
582492878,1.0,,,
582519788,,1.0,,
582541439,,,1.0,
582549848,1.0,,,
582554407,,1.0,2.0,
582575178,1.0,,,
582575803,1.0,,,
582593981,1.0,1.0,1.0,
582597626,1.0,,,
582600998,2.0,,,
582603716,1.0,,,
582605412,,,,1.0
582619029,1.0,,,
582630526,3.0,3.0,3.0,
582684713,7.0,,,
582701729,1.0,,,
582705912,2.0,,,
582715211,1.0,,,
582730546,2.0,,,
582730568,1.0,,,
582738172,1.0,,,1.0
582738214,1.0,2.0,1.0,1.0
582744104,1.0,,,
582750185,3.0,,,
582756097,1.0,1.0,1.0,
582760354,1.0,,,
582764119,4.0,1.0,,1.0
582766643,5.0,1.0,,
582787398,1.0,,,
582798110,1.0,,1.0,
582812201,1.0,,,
582812375,2.0,,,
582815057,2.0,1.0,1.0,
582829707,1.0,,,
582840423,,,1.0,
582851915,1.0,,1.0,
582866741,5.0,,,
582882232,1.0,,,
582903528,1.0,,,
582907316,3.0,1.0,,1.0
582926620,2.0,,,
582943318,5.0,,,
582964139,1.0,,,
582976519,1.0,,,
583034136,7.0,,,
583041267,1.0,,,
583045691,1.0,,,
583050427,2.0,,,
583051508,1.0,,,
583057137,5.0,1.0,,
583061184,,1.0,,
583075447,,1.0,,
583077784,1.0,,,
583086904,1.0,,,
583093342,1.0,1.0,,1.0
583096749,1.0,,,
583152214,,,,1.0
583162386,2.0,,,
583163233,1.0,1.0,,
583208510,3.0,1.0,,
583240491,,,1.0,
583241118,4.0,,,
583243682,,1.0,,
583246407,1.0,,,
583267679,1.0,,,
583270667,,1.0,,
583284601,1.0,,,
583290163,,,1.0,
583299226,3.0,,,
583314877,1.0,1.0,,
583325862,1.0,,,
583339794,1.0,,,
583344310,1.0,,,
583345760,6.0,2.0,1.0,
583346607,,1.0,1.0,
583351843,,,1.0,
583366268,1.0,,,
583374223,,1.0,,1.0
583382599,2.0,,,
583393717,1.0,,,
583396606,1.0,,,
583403174,1.0,,,
583418543,,1.0,,
583426508,,1.0,,
583441056,4.0,,,
583455912,11.0,5.0,5.0,
583456068,3.0,1.0,2.0,
583467050,1.0,,,
583471684,2.0,1.0,,
583473249,1.0,,,
583491922,1.0,,,
583506316,2.0,1.0,1.0,
583510905,1.0,,,
583514178,,3.0,2.0,
583519104,1.0,,,
583525430,2.0,1.0,,
583547841,1.0,1.0,,1.0
583572212,,1.0,1.0,
583573811,,1.0,,
583574226,2.0,1.0,1.0,
583611019,3.0,2.0,1.0,1.0
583622419,,2.0,1.0,
583632329,1.0,,,
583644656,1.0,1.0,,
583658972,1.0,,,
583659307,2.0,2.0,2.0,
583668604,,,1.0,
583669906,1.0,,,
583675591,1.0,,,
583691192,,1.0,,
583719146,,,1.0,
583738207,,1.0,1.0,
583746548,5.0,2.0,1.0,
583753035,1.0,1.0,,
583774885,1.0,,,
583796733,2.0,,,
583811451,1.0,,,
583813628,2.0,,,
583833351,2.0,,,
583837377,2.0,,,
583842075,,2.0,1.0,1.0
583847379,1.0,,,
583875856,3.0,,,
583897005,4.0,,,
583906432,3.0,2.0,,
583930478,1.0,1.0,1.0,
583938423,2.0,,,
583950086,2.0,,,
583962475,1.0,1.0,,
583969087,2.0,1.0,,
583973256,,,2.0,
583978834,1.0,,,
583984152,1.0,,,
583990162,1.0,1.0,,
583996089,2.0,,,
584007049,1.0,,,
584010984,1.0,,,
584011279,1.0,,,
584014850,2.0,,,
584015853,1.0,,,
584019305,2.0,1.0,2.0,
584040390,,1.0,,1.0
584094310,1.0,,,
584104583,2.0,,,
584105993,1.0,,,
584106368,1.0,,,
584130188,,,1.0,
584145232,2.0,,,
584146798,1.0,,,
584152407,3.0,2.0,1.0,1.0
584156250,,2.0,,
584162791,,1.0,,1.0
584170733,,,1.0,
584185587,,,1.0,
584188932,1.0,,,
584205794,1.0,,,
584209346,6.0,1.0,,
584243599,8.0,1.0,,
584244618,,1.0,,
584253756,,1.0,,1.0
584266469,5.0,,,
584268050,,1.0,,
584280570,1.0,1.0,,
584280736,1.0,,,
584287393,1.0,,,
584298485,1.0,,,
584347729,,,1.0,
584355508,1.0,,,
584358555,1.0,,,
584363464,1.0,,,
584404939,1.0,,,
584408774,1.0,,1.0,
584422402,1.0,,,
584451531,1.0,,,
584463735,1.0,,,
584466408,2.0,1.0,,
584468890,2.0,,,
584472821,1.0,,,
584477339,1.0,,,
584489213,1.0,,,
584506050,2.0,,,
584511620,1.0,,,
584517314,1.0,,,
584529335,1.0,,,
584537938,1.0,,,
584547692,,1.0,,
584570382,1.0,1.0,,2.0
584575051,1.0,1.0,,
584587314,,1.0,,
584622705,1.0,,,
584646856,,1.0,,
584657380,2.0,1.0,,
584671008,1.0,,,
584694210,,1.0,,1.0
584696791,1.0,,,
584710947,1.0,,,
584721847,1.0,,,
584759621,1.0,,,
584759668,1.0,,,
584783486,,1.0,,1.0
584784503,1.0,,,
584793150,2.0,1.0,1.0,
584798181,1.0,,,
584803690,1.0,,,1.0
584838595,1.0,1.0,,
584850066,1.0,,,
584856421,,1.0,,
584856596,1.0,,,
584858294,12.0,4.0,4.0,
584863642,1.0,,,
584898275,2.0,,,
584903968,2.0,,,
584904804,2.0,1.0,2.0,
584912850,2.0,,,
584914681,1.0,,,
584916363,2.0,,,
584942538,2.0,,,
584951926,1.0,,,
584959374,1.0,,,
584964213,1.0,1.0,,1.0
584978437,1.0,,,
584987432,1.0,,,
584992458,,2.0,,
584997479,,1.0,,
585003116,1.0,,,
585014182,1.0,,,
585018617,1.0,,,
585022907,,2.0,1.0,
585034255,,2.0,,
585036427,2.0,,,
585045845,1.0,,,
585079968,1.0,,,
585101477,1.0,,,
585131874,1.0,,,
585161721,,,2.0,
585214032,1.0,,,
585231606,1.0,,,
585252844,1.0,1.0,,
585264538,7.0,,,
585268946,1.0,,,
585269569,1.0,,,
585270026,1.0,,,
585281192,1.0,,,
585282463,1.0,1.0,,1.0
585310451,,1.0,,1.0
585318040,,1.0,1.0,
585320889,1.0,,,
585324096,,1.0,,
585356845,2.0,1.0,1.0,1.0
585363524,1.0,,,
585365083,1.0,,,
585377960,1.0,,,
585378425,1.0,,,
585383865,2.0,,,
585399085,1.0,,,
585407988,2.0,,,
585409344,1.0,2.0,1.0,1.0
585477004,2.0,,,
585484126,1.0,,,
585489999,2.0,1.0,,2.0
585502160,1.0,,,
585513654,,1.0,,
585514033,1.0,,,
585515028,1.0,,,
585516717,1.0,,,
585518281,1.0,,,
585520668,1.0,,,
585524051,,,1.0,
585539265,1.0,,,
585549321,,1.0,,
585559661,1.0,,,
585577890,1.0,1.0,,1.0
585601690,1.0,,,
585607812,1.0,,,
585643327,2.0,,,
585650786,2.0,,,
585658556,,,1.0,
585666877,1.0,,,
585675585,1.0,,,
585699283,1.0,,,
585702247,2.0,,,
585723954,3.0,,,
585729752,3.0,,,
585730503,7.0,3.0,2.0,1.0
585738039,,,,1.0
585756887,1.0,,,
585759324,1.0,,,
585766369,1.0,,,
585774465,1.0,,,
585775217,1.0,1.0,1.0,
585796748,1.0,,,
585798584,2.0,2.0,1.0,1.0
585817002,1.0,,,
585833149,1.0,,,
585840125,,,1.0,
585845618,1.0,,,
585852276,2.0,,,
585868912,3.0,,,
585897381,,1.0,,1.0
585912174,1.0,,,
585913918,1.0,,,
585914810,2.0,,,
585966415,1.0,,,
585978581,1.0,,,
585980322,4.0,,,
585986098,1.0,,,
585986397,1.0,,,
586003210,1.0,,,
586011390,1.0,,,
586017332,2.0,,,
586021865,1.0,,,
586039847,,1.0,,1.0
586053635,,1.0,1.0,
586063538,,1.0,,
586064154,,1.0,,
586064615,2.0,,,
586073189,4.0,,,
586078938,1.0,,,
586081616,1.0,,,
586082053,1.0,,,
586085660,1.0,,,
586086526,6.0,4.0,1.0,
586088673,3.0,,,
586096854,3.0,,,1.0
586098065,1.0,,,
586127495,,2.0,1.0,1.0
586141000,1.0,,,
586141623,1.0,,,
586142544,1.0,1.0,1.0,
586150264,2.0,,,
586186719,1.0,,,
586216845,2.0,,,
586222796,,2.0,2.0,
586228085,1.0,,,
586237089,,1.0,,1.0
586244132,1.0,,,
586251673,,1.0,,
586252355,,3.0,,
586271504,1.0,,,
586294004,,1.0,,
586296508,1.0,,,
586301195,7.0,,,
586302680,1.0,,,
586303480,1.0,,2.0,
586306787,3.0,1.0,,
586334975,,1.0,,
586338567,1.0,,,
586351320,1.0,,,
586360519,2.0,,,
586373269,2.0,,,
586379026,1.0,,,
586382860,1.0,,,
586383793,1.0,,,
586392259,1.0,,,
586392294,,,1.0,
586393866,1.0,1.0,,1.0
586395307,,1.0,,
586400621,1.0,1.0,1.0,
586401082,,1.0,,1.0
586421219,,1.0,,
586429846,1.0,,,
586435714,3.0,,,
586435756,,1.0,,
586441251,2.0,,,
586473330,,1.0,,
586479835,1.0,,,
586490066,1.0,,,
586526429,3.0,2.0,2.0,
586549678,1.0,,,1.0
586550438,3.0,2.0,1.0,1.0
586559543,2.0,1.0,,1.0
586576073,1.0,,,
586578816,1.0,,,
586589943,,1.0,,
586595889,,1.0,,
586661196,,2.0,,1.0
586671765,1.0,,,
586678638,1.0,,,
586679526,1.0,,,
586685785,5.0,1.0,,1.0
586705480,1.0,,,
586736087,1.0,,,
586754494,2.0,,,
586769243,1.0,,,
